subj_id,category,RT
S002,outgroup,710.8748575393754
S002,outgroup,590.801185299711
S002,outgroup,635.3908501793583
S002,outgroup,753.3640332745031
S002,outgroup,519.9802484277353
S002,outgroup,804.4186660098167
S002,outgroup,623.2829973666287
S002,outgroup,362.7654885291463
S002,outgroup,316.87353280127707
S002,outgroup,590.6947712329052
S002,outgroup,164.73633800371724
S002,outgroup,339.1906455328539
S002,outgroup,333.9927875541929
S002,outgroup,798.3193289069708
S002,outgroup,160.11561438120134
S002,outgroup,517.4008747509191
S002,outgroup,458.6396013718764
S002,outgroup,137.68657688571346
S002,outgroup,972.945368121645
S002,outgroup,616.4778436602905
S002,outgroup,391.7136268347814
S002,outgroup,732.6110239486537
S002,outgroup,413.6790078867786
S002,outgroup,612.945055848151
S003,ingroup,1162.3838159212182
S003,ingroup,719.9574395268367
S003,ingroup,824.5567817287019
S003,ingroup,896.4992828505216
S003,ingroup,1272.1382611319732
S003,ingroup,1036.0673391432842
S003,ingroup,873.6544667570428
S003,ingroup,517.7263470548346
S003,ingroup,1063.4410845561017
S003,ingroup,972.3367284053621
S003,ingroup,1009.669234636016
S003,ingroup,833.0712253011745
S003,ingroup,819.88588035975215
S003,ingroup,732.7339788613785
S003,ingroup,1155.3115038966098
S003,ingroup,1020.5128520811575
S003,ingroup,827.2977011648959
S003,ingroup,980.0626918945
S003,ingroup,748.010162658608
S003,ingroup,1163.320456004973
S003,ingroup,848.2915982416064
S003,ingroup,700.2563367369717
S003,ingroup,798.0773233314053
S003,ingroup,1065.386393662241
S003,ingroup,900.5083009002266
S003,outgroup,757.1581575650689
S003,outgroup,821.6739570963878
S003,outgroup,813.7486189682223
S003,outgroup,1222.7811748760344
S003,outgroup,1426.5484128772507
S003,outgroup,1070.9426662464398
S003,outgroup,1067.300323934386
S003,outgroup,1062.9774595086956
S003,outgroup,1176.1019875472543
S003,outgroup,727.4777688996562
S003,outgroup,1265.0412518429462
S003,outgroup,564.7255229810323
S003,outgroup,1046.8578122180663
S003,outgroup,1094.7233259783352
S003,outgroup,1024.8263954685074
S003,outgroup,1051.476346506494
S003,outgroup,1182.0513556392932
S003,outgroup,777.1905421555251
S003,outgroup,1149.1083013861662
S003,outgroup,1235.5548454967188
S003,outgroup,1217.8408884591313
S003,outgroup,1095.1010444576223
S003,outgroup,1399.8100347819407
S003,outgroup,830.1846058521585
S003,outgroup,750.9021741887768
S004,ingroup,964.9383299395479
S004,ingroup,698.6339121130538
S004,ingroup,690.242105965091
S004,ingroup,652.4023901815433
S004,ingroup,769.9410106513792
S004,ingroup,1240.668066008853
S004,ingroup,419.2350717977937
S004,ingroup,567.9362334584391
S004,ingroup,1087.2982420526328
S004,ingroup,894.3286410704925
S004,ingroup,687.2181879179027
S004,ingroup,765.3193919437632
S004,ingroup,982.6535288568348
S004,ingroup,281.9631775624066
S004,ingroup,1045.2190070374966
S004,ingroup,639.4452011624473
S004,ingroup,904.5491743205847
S004,ingroup,402.79614161444624
S004,ingroup,696.7224614590546
S004,ingroup,806.9357806058637
S004,ingroup,924.6568867405261
S004,ingroup,816.469054554428
S004,ingroup,633.832597314692
S004,ingroup,1062.8010218211912
S004,ingroup,912.8252053720463
S004,outgroup,1048.5451493892865
S004,outgroup,1028.0569690182383
S004,outgroup,590.0553307796625
S004,outgroup,1232.2687627607647
S004,outgroup,1014.8771269727428
S004,outgroup,1063.3778787622143
S004,outgroup,959.42181239459
S004,outgroup,1205.6031538257776
S004,outgroup,1115.6573099368813
S004,outgroup,695.1375048490686
S004,outgroup,1071.249166072159
S004,outgroup,804.0138839629151
S004,outgroup,527.792733543037
S004,outgroup,946.0947684070026
S004,outgroup,764.7935124620102
S004,outgroup,867.3222120242825
S004,outgroup,989.9423616443072
S004,outgroup,794.5107512223259
S004,outgroup,482.85152313607267
S004,outgroup,1158.5424210219649
S004,outgroup,1337.1886274359408
S004,outgroup,1089.6329093900326
S004,outgroup,802.3129169558923
S004,outgroup,1054.2754739947663
S004,outgroup,1153.5534514435933
S005,ingroup,765.7549742389137
S005,ingroup,928.240838773
S005,ingroup,993.9656218311911
S005,ingroup,1163.1348762975217
S005,ingroup,923.9138242656607
S005,ingroup,1127.971883571061
S005,ingroup,653.7017088722534
S005,ingroup,608.5639856016018
S005,ingroup,1022.7745490234029
S005,ingroup,904.604053386855
S005,ingroup,786.1385999477341
S005,ingroup,744.16976241449
S005,ingroup,985.1188745906451
S005,ingroup,1250.0562196635196
S005,ingroup,858.2461000468426
S005,ingroup,982.8526731165824
S005,ingroup,681.8809394191825
S005,ingroup,679.962472585143
S005,ingroup,968.8318202328234
S005,ingroup,890.4220669442414
S005,ingroup,633.1560241690374
S005,ingroup,362.9979981896784
S005,ingroup,275.125134024727
S005,ingroup,976.4036770114179
S005,ingroup,717.3596818401925
S005,outgroup,820.2184227414026
S005,outgroup,696.3040324453317
S005,outgroup,657.5745230897649
S005,outgroup,776.9905841115052
S005,outgroup,1155.3762857659442
S005,outgroup,767.334769413517
S005,outgroup,1062.7701619417019
S005,outgroup,589.7202419983794
S005,outgroup,752.7036762363437
S005,outgroup,682.4724420361472
S005,outgroup,345.850603894364
S005,outgroup,692.2101943633922
S005,outgroup,877.4283241574964
S005,outgroup,609.2741173173818
S005,outgroup,948.3263101422438
S005,outgroup,1308.8385166908067
S005,outgroup,998.3343308621714
S005,outgroup,905.8649920516438
S005,outgroup,843.88682105742555
S005,outgroup,970.0349959506384
S005,outgroup,1181.820037030545
S005,outgroup,908.4889209529596
S005,outgroup,840.1034069799047
S005,outgroup,522.8164287296072
S005,outgroup,985.1674369794308
S006,ingroup,937.3184401981596
S006,ingroup,113.8590116165995
S006,ingroup,617.7226097650914
S006,ingroup,722.6446105796531
S006,ingroup,304.90926555657614
S006,ingroup,605.08122146197
S006,ingroup,441.54115149126756
S006,ingroup,615.4671657436107
S006,ingroup,306.87052327043955
S006,ingroup,547.9409600606435
S006,ingroup,899.7033047794217
S006,ingroup,601.9882169077424
S006,ingroup,406.7037284594983
S006,ingroup,571.7366604372846
S006,ingroup,621.6461751897891
S006,ingroup,502.9482977169163
S006,ingroup,534.6846761232969
S006,ingroup,458.2786282545386
S006,ingroup,662.4715644780912
S006,ingroup,598.4643400639075
S006,ingroup,532.6803863313559
S006,ingroup,914.5781957261772
S006,ingroup,578.5714485001296
S006,ingroup,736.2218435291811
S006,ingroup,858.2714458997567
S006,outgroup,694.1166169442486
S006,outgroup,664.0824866748168
S006,outgroup,460.7717225212598
S006,outgroup,658.255897580714
S006,outgroup,887.6478523790731
S006,outgroup,905.0612607511747
S006,outgroup,1159.9635009870508
S006,outgroup,735.686473312408
S006,outgroup,640.2942975822186
S006,outgroup,477.9796689260044
S006,outgroup,680.33467574468
S006,outgroup,816.1958358473039
S006,outgroup,577.8536775199082
S006,outgroup,294.0454532473657
S006,outgroup,624.8953588582294
S006,outgroup,421.72168586048247
S006,outgroup,500.6145522409113
S006,outgroup,861.0391594116163
S006,outgroup,326.0323788241955
S006,outgroup,950.5534630878728
S006,outgroup,750.8511313981497
S006,outgroup,821.9763866166322
S006,outgroup,816.014260689242
S006,outgroup,462.6309422963212
S006,outgroup,557.0509459062058
S007,ingroup,800.5895666500813
S007,ingroup,614.1568976171072
S007,ingroup,631.6802444008715
S007,ingroup,1113.4590504638254
S007,ingroup,1131.9990747227432
S007,ingroup,875.7457638590676
S007,ingroup,1000.1854655325453
S007,ingroup,926.5314147984753
S007,ingroup,944.3300892908378
S007,ingroup,916.156986205657
S007,ingroup,1086.4399832028298
S007,ingroup,826.6653941570287
S007,ingroup,694.3903675013569
S007,ingroup,1090.3959860998134
S007,ingroup,719.44034605471
S007,ingroup,887.0424525696789
S007,ingroup,852.4442324482391
S007,ingroup,919.7219251181792
S007,ingroup,935.9223651354076
S007,ingroup,1028.7825935283431
S007,ingroup,536.4114301396369
S007,ingroup,1202.4070218441168
S007,ingroup,876.3566419920076
S007,ingroup,1246.7164053228016
S007,ingroup,1118.0302804832909
S007,outgroup,602.8578062747159
S007,outgroup,756.4412964369303
S007,outgroup,1212.8093687673154
S007,outgroup,1073.4550658007277
S007,outgroup,881.1423792833361
S007,outgroup,1037.8635535954877
S007,outgroup,967.2289670354294
S007,outgroup,593.7271086708356
S007,outgroup,1050.4251700126883
S007,outgroup,918.1651947908326
S007,outgroup,856.404979910161
S007,outgroup,528.0425420290755
S007,outgroup,448.2907585347302
S007,outgroup,948.4122022516206
S007,outgroup,683.2818196505082
S007,outgroup,1114.141371193998
S007,outgroup,1055.45709899066
S007,outgroup,596.7901705696323
S007,outgroup,924.0768579853647
S007,outgroup,355.23079989855444
S007,outgroup,678.1720235745524
S007,outgroup,697.2446146040837
S007,outgroup,887.9240014965139
S007,outgroup,928.2403042069277
S007,outgroup,831.6624567717025
S008,ingroup,503.46705948736695
S008,ingroup,974.50600336746
S008,ingroup,547.2992298351094
S008,ingroup,884.430635755151
S008,ingroup,782.4752970847005
S008,ingroup,698.3414794110674
S008,ingroup,892.4542193020587
S008,ingroup,654.3005187104608
S008,ingroup,937.2668762339976
S008,ingroup,836.7572933991291
S008,ingroup,956.5685401236008
S008,ingroup,943.4649763010245
S008,ingroup,709.0149703521431
S008,ingroup,1039.3405657179542
S008,ingroup,651.678021564135
S008,ingroup,499.7529829393474
S008,ingroup,843.453741060742
S008,ingroup,288.10801583247917
S008,ingroup,1004.4052560662429
S008,ingroup,624.0243628359722
S008,ingroup,383.8672631365679
S008,ingroup,722.0435383087176
S008,ingroup,540.5050495638834
S008,ingroup,773.8983756455659
S008,ingroup,481.9944075548201
S008,outgroup,763.5000474471188
S008,outgroup,996.1074019813548
S008,outgroup,922.3271014940353
S008,outgroup,626.289304360789
S008,outgroup,1009.3454116227821
S008,outgroup,1148.135736540425
S008,outgroup,1205.7653969014862
S008,outgroup,811.3583668424449
S008,outgroup,972.4385621895631
S008,outgroup,601.4484077263269
S008,outgroup,980.6267683867493
S008,outgroup,775.4412176875135
S008,outgroup,462.6136602885684
S008,outgroup,899.648431938302
S008,outgroup,1040.6423056565711
S008,outgroup,724.7574098674978
S008,outgroup,663.039108439874
S008,outgroup,911.3319000071647
S008,outgroup,579.8650816069905
S008,outgroup,1217.7082820081232
S008,outgroup,655.260036096241
S008,outgroup,433.81224522373486
S008,outgroup,743.6483871446047
S008,outgroup,960.1098390553016
S008,outgroup,610.3461111261294
S009,ingroup,917.1496284406259
S009,ingroup,552.769578759353
S009,ingroup,345.8422505464763
S009,ingroup,798.1353281646533
S009,ingroup,697.0550541316884
S009,ingroup,1012.4988033350271
S009,ingroup,968.3974792237689
S009,ingroup,767.3944783871027
S009,ingroup,863.8979584651917
S009,ingroup,845.4944185425172
S009,ingroup,568.1584531108156
S009,ingroup,969.743256283391
S009,ingroup,821.4493371075538
S009,ingroup,901.9559393706626
S009,ingroup,843.2298401242774
S009,ingroup,812.916008277995
S009,ingroup,412.7307264246198
S009,ingroup,735.0105511742038
S009,ingroup,799.8191375344466
S009,ingroup,373.0628876410743
S009,ingroup,277.9896845575526
S009,ingroup,1009.8257737602892
S009,ingroup,587.6131197153512
S009,ingroup,757.2259012016444
S009,ingroup,739.4564766829989
S009,outgroup,890.3439391058541
S009,outgroup,1038.0064941164146
S009,outgroup,500.4151200826005
S009,outgroup,1186.6128965137204
S009,outgroup,899.427779052491
S009,outgroup,1192.930799853331
S009,outgroup,629.0859514752847
S009,outgroup,862.8540558740605
S009,outgroup,443.85091593810057
S009,outgroup,927.875964084853
S009,outgroup,1091.8802649484846
S009,outgroup,515.1206244904404
S009,outgroup,577.308060633668
S009,outgroup,691.6524044529194
S009,outgroup,1068.2154936876914
S009,outgroup,614.3496877165121
S009,outgroup,1021.6538896476889
S009,outgroup,764.8427267975545
S009,outgroup,709.4890014135838
S009,outgroup,1029.198656758228
S009,outgroup,916.9842919051906
S009,outgroup,860.8534955816738
S009,outgroup,660.9335922240338
S009,outgroup,902.3266747554134
S009,outgroup,870.0330867709614
S010,ingroup,785.1876590172501
S010,ingroup,953.3280739989668
S010,ingroup,784.5679665760887
S010,ingroup,818.9059607141938
S010,ingroup,635.8596886148905
S010,ingroup,1371.2317230108465
S010,ingroup,863.9202725243725
S010,ingroup,623.6301528253501
S010,ingroup,920.8702262951161
S010,ingroup,786.223648209879
S010,ingroup,1104.5957672650968
S010,ingroup,938.2180748442427
S010,ingroup,846.1086290267554
S010,ingroup,717.5331392438122
S010,ingroup,885.109035967943
S010,ingroup,856.744541552866
S010,ingroup,675.961481276898
S010,ingroup,967.602674554512
S010,ingroup,838.730783680992
S010,ingroup,949.3855755638086
S010,ingroup,799.2934897035167
S010,ingroup,1308.267580475024
S010,ingroup,359.1978415179627
S010,ingroup,1037.1321897747032
S010,ingroup,781.971431685213
S010,outgroup,810.4469923667599
S010,outgroup,759.0543686458748
S010,outgroup,914.3701878524325
S010,outgroup,1409.283329665624
S010,outgroup,1349.47280362757
S010,outgroup,1429.741333550273
S010,outgroup,1028.485948173402
S010,outgroup,840.2999789301413
S010,outgroup,993.3030726789998
S010,outgroup,1170.522106798061
S010,outgroup,1053.5755036120179
S010,outgroup,587.4232564465797
S010,outgroup,348.73670520225005
S010,outgroup,891.6807315228427
S010,outgroup,458.3792487154361
S010,outgroup,1305.4420372783536
S010,outgroup,951.9026883083475
S010,outgroup,759.3247026584618
S010,outgroup,747.5744510377499
S010,outgroup,927.9745582836174
S010,outgroup,624.646673503707
S010,outgroup,878.939830489572
S010,outgroup,980.5236335874996
S010,outgroup,851.1861323147459
S010,outgroup,927.2348544558798
S011,ingroup,1126.8826778211492
S011,ingroup,1150.0624324846176
S011,ingroup,667.0281774098427
S011,ingroup,1313.1320912520157
S011,ingroup,866.147662429959
S011,ingroup,1593.280435502303
S011,ingroup,1004.2275584861086
S011,ingroup,809.1185929333685
S011,ingroup,1027.2676296782777
S011,ingroup,1364.1195898488345
S011,ingroup,1103.721034311148
S011,ingroup,1106.909559061051
S011,ingroup,1089.5705406001525
S011,ingroup,928.9212864541527
S011,ingroup,1194.0083428964952
S011,ingroup,865.2332585534086
S011,ingroup,1067.9335042888588
S011,ingroup,1045.406095814209
S011,ingroup,809.9130497603699
S011,ingroup,1095.1997123830254
S011,ingroup,1089.279253197764
S011,ingroup,1246.118703340944
S011,ingroup,987.9450316922577
S011,ingroup,1094.39483240523
S011,ingroup,1087.2450840658962
S011,outgroup,853.0770437705621
S011,outgroup,891.792166370114
S011,outgroup,1041.146464386397
S011,outgroup,1086.247264745732
S011,outgroup,979.662324768994
S011,outgroup,1183.511515460058
S011,outgroup,1462.3645068480866
S011,outgroup,1141.8663850796836
S011,outgroup,947.0342638405609
S011,outgroup,721.529380388718
S011,outgroup,1459.0344358290126
S011,outgroup,940.087009552557
S011,outgroup,1133.173818734818
S011,outgroup,1131.252264226223
S011,outgroup,888.8265874059965
S011,outgroup,974.6839007006207
S011,outgroup,1434.5979000281786
S011,outgroup,1214.9922374212827
S011,outgroup,1003.7934324281167
S011,outgroup,1265.9390335445778
S011,outgroup,666.3919317850671
S011,outgroup,1290.3781525457441
S011,outgroup,1771.963735056746
S011,outgroup,1241.9995236072057
S011,outgroup,1088.3491782224933
S012,ingroup,568.4122349701858
S012,ingroup,588.6066153074842
S012,ingroup,352.762990840768
S012,ingroup,725.8676850638415
S012,ingroup,575.8370771752882
S012,ingroup,546.1070296829545
S012,ingroup,707.309377830562
S012,ingroup,657.3112469631382
S012,ingroup,612.95805677404
S012,ingroup,654.6326352297249
S012,ingroup,525.284174613672
S012,ingroup,688.0191598015854
S012,ingroup,784.2456755220518
S012,ingroup,630.7107051981778
S012,ingroup,330.7965053173437
S012,ingroup,783.5956763605656
S012,ingroup,494.68975907476784
S012,ingroup,430.0556552300651
S012,ingroup,935.8224423218077
S012,ingroup,1062.4416456259055
S012,ingroup,713.3756274276612
S012,ingroup,787.3566132376305
S012,ingroup,729.8108779016205
S012,ingroup,618.579058349006
S012,ingroup,546.2062063119764
S012,outgroup,771.1293800200444
S012,outgroup,884.6911478631929
S012,outgroup,865.5162712692263
S012,outgroup,317.1063447260006
S012,outgroup,1258.3223309730176
S012,outgroup,1286.6383007210682
S012,outgroup,932.3412737359049
S012,outgroup,468.7998064384399
S012,outgroup,536.5059788129169
S012,outgroup,658.1016201074565
S012,outgroup,1108.4283224930164
S012,outgroup,517.6950704029324
S012,outgroup,433.08515838939667
S012,outgroup,926.4825571419415
S012,outgroup,1106.955044445503
S012,outgroup,617.7392051343172
S012,outgroup,802.9335359258271
S012,outgroup,581.1573195433416
S012,outgroup,771.5806543710573
S012,outgroup,823.5817971039904
S012,outgroup,865.1028706459351
S012,outgroup,429.1146933468543
S012,outgroup,1246.7783822092367
S012,outgroup,815.6433214831786
S012,outgroup,997.6586520226867
S013,ingroup,282.86776619973597
S013,ingroup,721.9820275076452
S013,ingroup,342.10201600464484
S013,ingroup,525.6900371753536
S013,ingroup,663.474962423434
S013,ingroup,553.1432702196483
S013,ingroup,478.95945222788976
S013,ingroup,478.082619190788
S013,ingroup,557.0937821393114
S013,ingroup,1001.5810285834095
S013,ingroup,478.712603542868
S013,ingroup,683.6903171308757
S013,ingroup,854.983428390304
S013,ingroup,855.3445485508291
S013,ingroup,615.3369648745739
S013,ingroup,577.2768814612547
S013,ingroup,800.4083675892556
S013,ingroup,612.0841847154513
S013,ingroup,453.7349722511361
S013,ingroup,698.6808032668658
S013,ingroup,435.9721120899368
S013,ingroup,592.1948312751329
S013,ingroup,312.95621086708326
S013,ingroup,809.6713759730937
S013,ingroup,445.7038653811495
S013,outgroup,576.1078730331851
S013,outgroup,519.8290892575915
S013,outgroup,578.5821661027677
S013,outgroup,711.8672059534031
S013,outgroup,1198.6139117648986
S013,outgroup,1039.040010642831
S013,outgroup,587.5647786467559
S013,outgroup,358.5600713452684
S013,outgroup,773.0862435977199
S013,outgroup,571.3136014128024
S013,outgroup,805.9965764760889
S013,outgroup,499.9698054084158
S013,outgroup,584.6426237521235
S013,outgroup,624.8364930351398
S013,outgroup,841.6932212553172
S013,outgroup,571.1671093173733
S013,outgroup,949.2491342495126
S013,outgroup,866.6355854070247
S013,outgroup,481.9047280936047
S013,outgroup,1036.4388126727285
S013,outgroup,1085.6036713808035
S013,outgroup,877.4387606254229
S013,outgroup,721.3038367394793
S013,outgroup,780.6076078340491
S013,outgroup,529.8140907884738
S014,ingroup,1085.7135040138598
S014,ingroup,688.0205772585316
S014,ingroup,1041.646472120281
S014,ingroup,926.0659803107498
S014,ingroup,1040.5483800965903
S014,ingroup,1168.0160586918576
S014,ingroup,795.3360816156771
S014,ingroup,319.79996394491553
S014,ingroup,1058.1556668636085
S014,ingroup,538.8139323303999
S014,ingroup,1065.1017242403177
S014,ingroup,637.1734873971097
S014,ingroup,972.8573965245131
S014,ingroup,1138.389508737773
S014,ingroup,598.2580465111713
S014,ingroup,618.1808115334893
S014,ingroup,749.2014762313213
S014,ingroup,829.141941575719
S014,ingroup,624.7806533856913
S014,ingroup,821.0151128042606
S014,ingroup,385.14091140083434
S014,ingroup,730.56234250753
S014,ingroup,589.0604422227383
S014,ingroup,987.8820206826866
S014,ingroup,440.1267516169203
S014,outgroup,743.6663247411481
S014,outgroup,1236.742975051753
S014,outgroup,504.1865342568726
S014,outgroup,816.2662844539404
S014,outgroup,707.0665747069918
S014,outgroup,963.0440043909721
S014,outgroup,689.7657359879122
S014,outgroup,873.8017758092014
S014,outgroup,1034.2954421127188
S014,outgroup,781.1159990410479
S014,outgroup,952.4344809686759
S014,outgroup,393.3869958003226
S014,outgroup,949.6829237882225
S014,outgroup,1004.4216082620416
S014,outgroup,812.7774048165456
S014,outgroup,1126.1885254144063
S014,outgroup,1316.2576852171064
S014,outgroup,847.0398324769967
S014,outgroup,715.1898532473264
S014,outgroup,830.3396705583767
S014,outgroup,973.423624652991
S014,outgroup,975.9531829175826
S014,outgroup,983.3872227502029
S014,outgroup,913.9500878491705
S014,outgroup,1053.657543160258
S015,ingroup,614.3194868721087
S015,ingroup,881.2588902206846
S015,ingroup,1135.1762902709788
S015,ingroup,1018.2977029917621
S015,ingroup,865.335942099692
S015,ingroup,1126.5598153742812
S015,ingroup,927.0543136740245
S015,ingroup,938.0677268626392
S015,ingroup,852.8738332435514
S015,ingroup,708.9429348521835
S015,ingroup,768.9016218378829
S015,ingroup,1051.2794166213575
S015,ingroup,1552.4340903632983
S015,ingroup,726.5067840566157
S015,ingroup,1028.8912287759852
S015,ingroup,839.9828869416366
S015,ingroup,1009.9170075047545
S015,ingroup,554.2738822747419
S015,ingroup,829.6410163964747
S015,ingroup,687.1285063165029
S015,ingroup,894.7372653010314
S015,ingroup,906.5255838215569
S015,ingroup,507.7682602320643
S015,ingroup,1188.733084393123
S015,ingroup,358.46219490348045
S015,outgroup,640.2679442754358
S015,outgroup,1054.811884948864
S015,outgroup,837.1940067771415
S015,outgroup,790.028529218179
S015,outgroup,663.6556940918138
S015,outgroup,775.1571637398955
S015,outgroup,1184.4460012175261
S015,outgroup,890.7682055968878
S015,outgroup,696.0162800424434
S015,outgroup,1315.8170552819572
S015,outgroup,634.0807232546181
S015,outgroup,548.139788279627
S015,outgroup,479.2173134166984
S015,outgroup,609.7775286428014
S015,outgroup,871.005164572094
S015,outgroup,657.0636862739254
S015,outgroup,1027.3218842592798
S015,outgroup,942.3938776377777
S015,outgroup,718.4062432567179
S015,outgroup,796.3849858462262
S015,outgroup,681.4458704308591
S015,outgroup,918.7048418019191
S015,outgroup,943.3201688190483
S015,outgroup,666.0712990390649
S015,outgroup,710.7656319035887
S016,ingroup,392.3892107132715
S016,ingroup,745.3899648063435
S016,ingroup,406.93004537774345
S016,ingroup,618.3978180321382
S016,ingroup,502.89581746656677
S016,ingroup,504.58963973930145
S016,ingroup,651.4850591448029
S016,ingroup,486.3187054860928
S016,ingroup,617.8517239929222
S016,ingroup,404.0297206620376
S016,ingroup,1087.6953004650252
S016,ingroup,857.8483861649602
S016,ingroup,648.6340969970291
S016,ingroup,1064.8115043993084
S016,ingroup,458.5470361429632
S016,ingroup,682.0434537412593
S016,ingroup,305.0058936280653
S016,ingroup,290.0462592041533
S016,ingroup,674.9174763186129
S016,ingroup,618.5438787678718
S016,ingroup,512.4866461215379
S016,ingroup,550.8353182424831
S016,ingroup,649.1486873506612
S016,ingroup,797.3892895626261
S016,ingroup,763.3052510799282
S016,outgroup,675.8544436606115
S016,outgroup,573.824495815514
S016,outgroup,995.7229795559622
S016,outgroup,939.7075813530289
S016,outgroup,799.2955942572007
S016,outgroup,1228.1491494556544
S016,outgroup,746.4338174929351
S016,outgroup,307.9667696074482
S016,outgroup,950.3486584623039
S016,outgroup,1202.0504607145165
S016,outgroup,804.4948827632076
S016,outgroup,815.1613050000701
S016,outgroup,666.7523657566793
S016,outgroup,699.8013556751367
S016,outgroup,801.5317255065028
S016,outgroup,552.056552680405
S016,outgroup,805.3457125023212
S016,outgroup,783.761393668317
S016,outgroup,820.133715933273
S016,outgroup,863.6397642604442
S016,outgroup,571.0507713795904
S016,outgroup,485.9857954406822
S016,outgroup,509.6158198603092
S016,outgroup,488.5308016683845
S016,outgroup,488.0453094040902
S017,ingroup,832.4327450716964
S017,ingroup,857.3667267982062
S017,ingroup,859.2943621077795
S017,ingroup,557.1778876187489
S017,ingroup,445.9643228400354
S017,ingroup,383.1987326265965
S017,ingroup,898.6448732737249
S017,ingroup,984.0297704497647
S017,ingroup,662.0516438982272
S017,ingroup,488.7745171423209
S017,ingroup,419.32375744867545
S017,ingroup,822.2903965785274
S017,ingroup,830.5829648982632
S017,ingroup,889.6503462930303
S017,ingroup,401.1953651493339
S017,ingroup,516.6095396616805
S017,ingroup,815.4014275320646
S017,ingroup,666.3597873794841
S017,ingroup,943.9330530822109
S017,ingroup,537.0247421399484
S017,ingroup,657.467465004962
S017,ingroup,814.3527671793594
S017,ingroup,902.3776779744993
S017,ingroup,1154.8055579626932
S017,ingroup,391.13019018794205
S017,outgroup,1163.223947841942
S017,outgroup,535.9067005991767
S017,outgroup,1065.5708547735624
S017,outgroup,1211.809959970903
S017,outgroup,795.7258343364324
S017,outgroup,1232.8047440444589
S017,outgroup,829.9168962062487
S017,outgroup,552.0604150575499
S017,outgroup,1018.5827037823749
S017,outgroup,733.6504062652915
S017,outgroup,885.3079741647534
S017,outgroup,877.2082824716044
S017,outgroup,1132.4890536549026
S017,outgroup,569.191109237987
S017,outgroup,823.3606319442572
S017,outgroup,630.5377607397587
S017,outgroup,870.2100157368588
S017,outgroup,630.4646474779299
S017,outgroup,606.3712449411364
S017,outgroup,705.7227793225135
S017,outgroup,615.9992678301162
S017,outgroup,818.9785948702154
S017,outgroup,766.6104473334844
S017,outgroup,870.7476707368198
S017,outgroup,912.4145660159016
S018,ingroup,453.00789910646597
S018,ingroup,419.1712340946759
S018,ingroup,618.7717882267762
S018,ingroup,532.5852035679045
S018,ingroup,419.6521588173342
S018,ingroup,540.6078858559222
S018,ingroup,370.45207618409927
S018,ingroup,443.55125177850437
S018,ingroup,819.7875513398119
S018,ingroup,739.3013097655523
S018,ingroup,676.5998959270944
S018,ingroup,602.3678646869251
S018,ingroup,855.1895789526918
S018,ingroup,781.9790235470297
S018,ingroup,407.97530777027674
S018,ingroup,182.9270162958298
S018,ingroup,557.7061296694504
S018,ingroup,305.79170546161026
S018,ingroup,552.8111093955106
